Dataset,Emotion,File
CREMA-D,Sad,1007_MTI_SAD_XX
CREMA-D,Angry,1007_TAI_ANG_XX
CREMA-D,Disgust,1007_TAI_DIS_XX
CREMA-D,Fearful,1007_TAI_FEA_XX
CREMA-D,Happy,1007_TAI_HAP_XX
CREMA-D,Neutral,1007_TAI_NEU_XX
CREMA-D,Sad,1007_TAI_SAD_XX
CREMA-D,Angry,1007_TIE_ANG_XX
CREMA-D,Disgust,1007_TIE_DIS_XX
CREMA-D,Fearful,1007_TIE_FEA_XX
CREMA-D,Happy,1007_TIE_HAP_XX
CREMA-D,Neutral,1007_TIE_NEU_XX
CREMA-D,Sad,1007_TIE_SAD_XX
CREMA-D,Angry,1007_TSI_ANG_XX
CREMA-D,Disgust,1007_TSI_DIS_XX
CREMA-D,Fearful,1007_TSI_FEA_XX
CREMA-D,Happy,1007_TSI_HAP_XX
CREMA-D,Neutral,1007_TSI_NEU_XX
CREMA-D,Sad,1007_TSI_SAD_XX
CREMA-D,Angry,1007_WSI_ANG_XX
CREMA-D,Disgust,1007_WSI_DIS_XX
CREMA-D,Fearful,1007_WSI_FEA_XX
CREMA-D,Happy,1007_WSI_HAP_XX
CREMA-D,Neutral,1007_WSI_NEU_XX
CREMA-D,Sad,1007_WSI_SAD_XX
CREMA-D,Angry,1008_DFA_ANG_XX
CREMA-D,Disgust,1008_DFA_DIS_XX
CREMA-D,Fearful,1008_DFA_FEA_XX
CREMA-D,Happy,1008_DFA_HAP_XX
CREMA-D,Neutral,1008_DFA_NEU_XX
CREMA-D,Sad,1008_DFA_SAD_XX
CREMA-D,Angry,1008_IEO_ANG_HI
CREMA-D,Angry,1008_IEO_ANG_LO
CREMA-D,Angry,1008_IEO_ANG_MD
CREMA-D,Disgust,1008_IEO_DIS_HI
CREMA-D,Disgust,1008_IEO_DIS_LO
CREMA-D,Disgust,1008_IEO_DIS_MD
CREMA-D,Fearful,1008_IEO_FEA_HI
CREMA-D,Fearful,1008_IEO_FEA_LO
CREMA-D,Fearful,1008_IEO_FEA_MD
CREMA-D,Happy,1008_IEO_HAP_HI
CREMA-D,Happy,1008_IEO_HAP_LO
CREMA-D,Happy,1008_IEO_HAP_MD
CREMA-D,Neutral,1008_IEO_NEU_XX
CREMA-D,Sad,1008_IEO_SAD_HI
CREMA-D,Sad,1008_IEO_SAD_LO
CREMA-D,Sad,1008_IEO_SAD_MD
CREMA-D,Angry,1008_IOM_ANG_XX
CREMA-D,Disgust,1008_IOM_DIS_XX
CREMA-D,Fearful,1008_IOM_FEA_XX
CREMA-D,Happy,1008_IOM_HAP_XX
CREMA-D,Neutral,1008_IOM_NEU_XX
CREMA-D,Sad,1008_IOM_SAD_XX
CREMA-D,Angry,1008_ITH_ANG_XX
CREMA-D,Disgust,1008_ITH_DIS_XX
CREMA-D,Fearful,1008_ITH_FEA_XX
CREMA-D,Happy,1008_ITH_HAP_XX
CREMA-D,Neutral,1008_ITH_NEU_XX
CREMA-D,Sad,1008_ITH_SAD_XX
CREMA-D,Angry,1008_ITS_ANG_XX
CREMA-D,Disgust,1008_ITS_DIS_XX
CREMA-D,Fearful,1008_ITS_FEA_XX
CREMA-D,Happy,1008_ITS_HAP_XX
CREMA-D,Neutral,1008_ITS_NEU_XX
CREMA-D,Sad,1008_ITS_SAD_XX
CREMA-D,Angry,1008_IWL_ANG_XX
CREMA-D,Disgust,1008_IWL_DIS_XX
CREMA-D,Fearful,1008_IWL_FEA_XX
CREMA-D,Happy,1008_IWL_HAP_XX
CREMA-D,Neutral,1008_IWL_NEU_XX
CREMA-D,Sad,1008_IWL_SAD_XX
CREMA-D,Angry,1008_IWW_ANG_XX
CREMA-D,Disgust,1008_IWW_DIS_XX
CREMA-D,Fearful,1008_IWW_FEA_XX
CREMA-D,Happy,1008_IWW_HAP_XX
CREMA-D,Neutral,1008_IWW_NEU_XX
CREMA-D,Sad,1008_IWW_SAD_XX
CREMA-D,Angry,1008_MTI_ANG_XX
CREMA-D,Disgust,1008_MTI_DIS_XX
CREMA-D,Fearful,1008_MTI_FEA_XX
CREMA-D,Happy,1008_MTI_HAP_XX
CREMA-D,Neutral,1008_MTI_NEU_XX
CREMA-D,Sad,1008_MTI_SAD_XX
CREMA-D,Angry,1008_TAI_ANG_XX
CREMA-D,Disgust,1008_TAI_DIS_XX
CREMA-D,Fearful,1008_TAI_FEA_XX
CREMA-D,Happy,1008_TAI_HAP_XX
CREMA-D,Neutral,1008_TAI_NEU_XX
CREMA-D,Sad,1008_TAI_SAD_XX
CREMA-D,Angry,1008_TIE_ANG_XX
CREMA-D,Disgust,1008_TIE_DIS_XX
CREMA-D,Fearful,1008_TIE_FEA_XX
CREMA-D,Happy,1008_TIE_HAP_XX
CREMA-D,Neutral,1008_TIE_NEU_XX
CREMA-D,Sad,1008_TIE_SAD_XX
CREMA-D,Angry,1008_TSI_ANG_XX
CREMA-D,Disgust,1008_TSI_DIS_XX
CREMA-D,Fearful,1008_TSI_FEA_XX
CREMA-D,Happy,1008_TSI_HAP_XX
CREMA-D,Neutral,1008_TSI_NEU_XX
CREMA-D,Sad,1008_TSI_SAD_XX
CREMA-D,Angry,1009_DFA_ANG_XX
CREMA-D,Disgust,1009_DFA_DIS_XX
CREMA-D,Fearful,1009_DFA_FEA_XX
CREMA-D,Happy,1009_DFA_HAP_XX
CREMA-D,Neutral,1009_DFA_NEU_XX
CREMA-D,Sad,1009_DFA_SAD_XX
CREMA-D,Angry,1009_IEO_ANG_HI
CREMA-D,Angry,1009_IEO_ANG_LO
CREMA-D,Angry,1009_IEO_ANG_MD
CREMA-D,Disgust,1009_IEO_DIS_HI
CREMA-D,Disgust,1009_IEO_DIS_LO
CREMA-D,Disgust,1009_IEO_DIS_MD
CREMA-D,Fearful,1009_IEO_FEA_HI
CREMA-D,Fearful,1009_IEO_FEA_LO
CREMA-D,Fearful,1009_IEO_FEA_MD
CREMA-D,Happy,1009_IEO_HAP_HI
CREMA-D,Happy,1009_IEO_HAP_LO
CREMA-D,Happy,1009_IEO_HAP_MD
CREMA-D,Neutral,1009_IEO_NEU_XX
CREMA-D,Sad,1009_IEO_SAD_HI
CREMA-D,Sad,1009_IEO_SAD_LO
CREMA-D,Sad,1009_IEO_SAD_MD
CREMA-D,Angry,1009_IOM_ANG_XX
CREMA-D,Disgust,1009_IOM_DIS_XX
CREMA-D,Fearful,1009_IOM_FEA_XX
CREMA-D,Happy,1009_IOM_HAP_XX
CREMA-D,Neutral,1009_IOM_NEU_XX
CREMA-D,Sad,1009_IOM_SAD_XX
CREMA-D,Angry,1009_ITH_ANG_XX
CREMA-D,Disgust,1009_ITH_DIS_XX
CREMA-D,Fearful,1009_ITH_FEA_XX
CREMA-D,Happy,1009_ITH_HAP_XX
CREMA-D,Neutral,1009_ITH_NEU_XX
CREMA-D,Sad,1009_ITH_SAD_XX
CREMA-D,Angry,1009_ITS_ANG_XX
CREMA-D,Disgust,1009_ITS_DIS_XX
CREMA-D,Fearful,1009_ITS_FEA_XX
CREMA-D,Happy,1009_ITS_HAP_XX
CREMA-D,Neutral,1009_ITS_NEU_XX
CREMA-D,Sad,1009_ITS_SAD_XX
CREMA-D,Angry,1009_IWL_ANG_XX
CREMA-D,Disgust,1009_IWL_DIS_XX
CREMA-D,Fearful,1009_IWL_FEA_XX
CREMA-D,Happy,1009_IWL_HAP_XX
CREMA-D,Neutral,1009_IWL_NEU_XX
CREMA-D,Sad,1009_IWL_SAD_XX
CREMA-D,Angry,1009_IWW_ANG_XX
CREMA-D,Disgust,1009_IWW_DIS_XX
CREMA-D,Fearful,1009_IWW_FEA_XX
CREMA-D,Happy,1009_IWW_HAP_XX
CREMA-D,Neutral,1009_IWW_NEU_XX
CREMA-D,Sad,1009_IWW_SAD_XX
CREMA-D,Angry,1009_TAI_ANG_XX
CREMA-D,Disgust,1009_TAI_DIS_XX
CREMA-D,Fearful,1009_TAI_FEA_XX
CREMA-D,Happy,1009_TAI_HAP_XX
CREMA-D,Neutral,1009_TAI_NEU_XX
CREMA-D,Sad,1009_TAI_SAD_XX
CREMA-D,Angry,1009_TIE_ANG_XX
CREMA-D,Disgust,1009_TIE_DIS_XX
CREMA-D,Fearful,1009_TIE_FEA_XX
CREMA-D,Happy,1009_TIE_HAP_XX
CREMA-D,Neutral,1009_TIE_NEU_XX
CREMA-D,Sad,1009_TIE_SAD_XX
CREMA-D,Angry,1009_TSI_ANG_XX
CREMA-D,Disgust,1009_TSI_DIS_XX
CREMA-D,Fearful,1009_TSI_FEA_XX
CREMA-D,Happy,1009_TSI_HAP_XX
CREMA-D,Neutral,1009_TSI_NEU_XX
CREMA-D,Sad,1009_TSI_SAD_XX
CREMA-D,Angry,1009_WSI_ANG_XX
CREMA-D,Disgust,1009_WSI_DIS_XX
CREMA-D,Fearful,1009_WSI_FEA_XX
CREMA-D,Happy,1009_WSI_HAP_XX
CREMA-D,Neutral,1009_WSI_NEU_XX
CREMA-D,Sad,1009_WSI_SAD_XX
CREMA-D,Angry,1010_DFA_ANG_XX
CREMA-D,Disgust,1010_DFA_DIS_XX
CREMA-D,Fearful,1010_DFA_FEA_XX
CREMA-D,Happy,1010_DFA_HAP_XX
CREMA-D,Neutral,1010_DFA_NEU_XX
CREMA-D,Sad,1010_DFA_SAD_XX
CREMA-D,Angry,1010_IEO_ANG_HI
CREMA-D,Angry,1010_IEO_ANG_LO
CREMA-D,Angry,1010_IEO_ANG_MD
CREMA-D,Disgust,1010_IEO_DIS_HI
CREMA-D,Disgust,1010_IEO_DIS_LO
CREMA-D,Disgust,1010_IEO_DIS_MD
CREMA-D,Fearful,1010_IEO_FEA_HI
CREMA-D,Fearful,1010_IEO_FEA_LO
CREMA-D,Fearful,1010_IEO_FEA_MD
CREMA-D,Happy,1010_IEO_HAP_HI
CREMA-D,Happy,1010_IEO_HAP_LO
CREMA-D,Happy,1010_IEO_HAP_MD
CREMA-D,Neutral,1010_IEO_NEU_XX
CREMA-D,Sad,1010_IEO_SAD_HI
CREMA-D,Sad,1010_IEO_SAD_LO
CREMA-D,Sad,1010_IEO_SAD_MD
CREMA-D,Angry,1010_IOM_ANG_XX
CREMA-D,Disgust,1010_IOM_DIS_XX
CREMA-D,Fearful,1010_IOM_FEA_XX
CREMA-D,Happy,1010_IOM_HAP_XX
CREMA-D,Neutral,1010_IOM_NEU_XX
CREMA-D,Sad,1010_IOM_SAD_XX
CREMA-D,Angry,1010_ITH_ANG_XX
CREMA-D,Disgust,1010_ITH_DIS_XX
CREMA-D,Fearful,1010_ITH_FEA_XX
CREMA-D,Happy,1010_ITH_HAP_XX
CREMA-D,Neutral,1010_ITH_NEU_XX
CREMA-D,Sad,1010_ITH_SAD_XX
CREMA-D,Angry,1010_ITS_ANG_XX
CREMA-D,Disgust,1010_ITS_DIS_XX
CREMA-D,Fearful,1010_ITS_FEA_XX
CREMA-D,Happy,1010_ITS_HAP_XX
CREMA-D,Neutral,1010_ITS_NEU_XX
CREMA-D,Sad,1010_ITS_SAD_XX
CREMA-D,Angry,1010_IWL_ANG_XX
CREMA-D,Disgust,1010_IWL_DIS_XX
CREMA-D,Fearful,1010_IWL_FEA_XX
CREMA-D,Happy,1010_IWL_HAP_XX
CREMA-D,Neutral,1010_IWL_NEU_XX
CREMA-D,Sad,1010_IWL_SAD_XX
CREMA-D,Angry,1010_IWW_ANG_XX
CREMA-D,Disgust,1010_IWW_DIS_XX
CREMA-D,Fearful,1010_IWW_FEA_XX
CREMA-D,Happy,1010_IWW_HAP_XX
CREMA-D,Neutral,1010_IWW_NEU_XX
CREMA-D,Sad,1010_IWW_SAD_XX
CREMA-D,Angry,1010_MTI_ANG_XX
CREMA-D,Disgust,1010_MTI_DIS_XX
CREMA-D,Fearful,1010_MTI_FEA_XX
CREMA-D,Happy,1010_MTI_HAP_XX
CREMA-D,Neutral,1010_MTI_NEU_XX
CREMA-D,Sad,1010_MTI_SAD_XX
CREMA-D,Angry,1010_TAI_ANG_XX
CREMA-D,Disgust,1010_TAI_DIS_XX
CREMA-D,Fearful,1010_TAI_FEA_XX
CREMA-D,Happy,1010_TAI_HAP_XX
CREMA-D,Neutral,1010_TAI_NEU_XX
CREMA-D,Sad,1010_TAI_SAD_XX
CREMA-D,Angry,1010_TIE_ANG_XX
CREMA-D,Disgust,1010_TIE_DIS_XX
CREMA-D,Fearful,1010_TIE_FEA_XX
CREMA-D,Happy,1010_TIE_HAP_XX
CREMA-D,Neutral,1010_TIE_NEU_XX
CREMA-D,Sad,1010_TIE_SAD_XX
CREMA-D,Angry,1010_TSI_ANG_XX
CREMA-D,Disgust,1010_TSI_DIS_XX
CREMA-D,Fearful,1010_TSI_FEA_XX
CREMA-D,Happy,1010_TSI_HAP_XX
CREMA-D,Neutral,1010_TSI_NEU_XX
CREMA-D,Sad,1010_TSI_SAD_XX
CREMA-D,Angry,1010_WSI_ANG_XX
CREMA-D,Disgust,1010_WSI_DIS_XX
CREMA-D,Fearful,1010_WSI_FEA_XX
CREMA-D,Happy,1010_WSI_HAP_XX
CREMA-D,Neutral,1010_WSI_NEU_XX
CREMA-D,Sad,1010_WSI_SAD_XX
CREMA-D,Angry,1011_DFA_ANG_XX
CREMA-D,Disgust,1011_DFA_DIS_XX
CREMA-D,Fearful,1011_DFA_FEA_XX
CREMA-D,Happy,1011_DFA_HAP_XX
CREMA-D,Neutral,1011_DFA_NEU_XX
CREMA-D,Sad,1011_DFA_SAD_XX
CREMA-D,Angry,1011_IEO_ANG_HI
CREMA-D,Angry,1011_IEO_ANG_LO
CREMA-D,Angry,1011_IEO_ANG_MD
CREMA-D,Disgust,1011_IEO_DIS_HI
CREMA-D,Disgust,1011_IEO_DIS_LO
CREMA-D,Disgust,1011_IEO_DIS_MD
CREMA-D,Fearful,1011_IEO_FEA_HI
CREMA-D,Fearful,1011_IEO_FEA_LO
CREMA-D,Fearful,1011_IEO_FEA_MD
CREMA-D,Happy,1011_IEO_HAP_HI
CREMA-D,Happy,1011_IEO_HAP_LO
CREMA-D,Happy,1011_IEO_HAP_MD
CREMA-D,Neutral,1011_IEO_NEU_XX
CREMA-D,Sad,1011_IEO_SAD_HI
CREMA-D,Sad,1011_IEO_SAD_LO
CREMA-D,Sad,1011_IEO_SAD_MD
CREMA-D,Angry,1011_IOM_ANG_XX
CREMA-D,Disgust,1011_IOM_DIS_XX
CREMA-D,Fearful,1011_IOM_FEA_XX
CREMA-D,Happy,1011_IOM_HAP_XX
CREMA-D,Neutral,1011_IOM_NEU_XX
CREMA-D,Sad,1011_IOM_SAD_XX
CREMA-D,Angry,1011_ITH_ANG_XX
CREMA-D,Disgust,1011_ITH_DIS_XX
CREMA-D,Fearful,1011_ITH_FEA_XX
CREMA-D,Happy,1011_ITH_HAP_XX
CREMA-D,Neutral,1011_ITH_NEU_XX
CREMA-D,Sad,1011_ITH_SAD_XX
CREMA-D,Angry,1011_ITS_ANG_XX
CREMA-D,Disgust,1011_ITS_DIS_XX
CREMA-D,Fearful,1011_ITS_FEA_XX
CREMA-D,Happy,1011_ITS_HAP_XX
CREMA-D,Neutral,1011_ITS_NEU_XX
CREMA-D,Sad,1011_ITS_SAD_XX
CREMA-D,Angry,1011_IWL_ANG_XX
CREMA-D,Disgust,1011_IWL_DIS_XX
CREMA-D,Fearful,1011_IWL_FEA_XX
CREMA-D,Happy,1011_IWL_HAP_XX
CREMA-D,Neutral,1011_IWL_NEU_XX
CREMA-D,Sad,1011_IWL_SAD_XX
CREMA-D,Angry,1011_IWW_ANG_XX
CREMA-D,Disgust,1011_IWW_DIS_XX
CREMA-D,Fearful,1011_IWW_FEA_XX
CREMA-D,Happy,1011_IWW_HAP_XX
CREMA-D,Neutral,1011_IWW_NEU_XX
CREMA-D,Sad,1011_IWW_SAD_XX
CREMA-D,Angry,1011_MTI_ANG_XX
CREMA-D,Disgust,1011_MTI_DIS_XX
CREMA-D,Fearful,1011_MTI_FEA_XX
CREMA-D,Happy,1011_MTI_HAP_XX
CREMA-D,Neutral,1011_MTI_NEU_XX
CREMA-D,Sad,1011_MTI_SAD_XX
CREMA-D,Angry,1011_TAI_ANG_XX
CREMA-D,Disgust,1011_TAI_DIS_XX
CREMA-D,Fearful,1011_TAI_FEA_XX
CREMA-D,Happy,1011_TAI_HAP_XX
CREMA-D,Neutral,1011_TAI_NEU_XX
CREMA-D,Sad,1011_TAI_SAD_XX
CREMA-D,Angry,1011_TIE_ANG_XX
CREMA-D,Disgust,1011_TIE_DIS_XX
CREMA-D,Fearful,1011_TIE_FEA_XX
CREMA-D,Happy,1011_TIE_HAP_XX
CREMA-D,Neutral,1011_TIE_NEU_XX
CREMA-D,Sad,1011_TIE_SAD_XX
CREMA-D,Angry,1011_TSI_ANG_XX
CREMA-D,Disgust,1011_TSI_DIS_XX
CREMA-D,Fearful,1011_TSI_FEA_XX
CREMA-D,Happy,1011_TSI_HAP_XX
CREMA-D,Neutral,1011_TSI_NEU_XX
CREMA-D,Sad,1011_TSI_SAD_XX
CREMA-D,Angry,1011_WSI_ANG_XX
CREMA-D,Disgust,1011_WSI_DIS_XX
CREMA-D,Fearful,1011_WSI_FEA_XX
CREMA-D,Happy,1011_WSI_HAP_XX
CREMA-D,Neutral,1011_WSI_NEU_XX
CREMA-D,Sad,1011_WSI_SAD_XX
CREMA-D,Angry,1012_DFA_ANG_XX
CREMA-D,Disgust,1012_DFA_DIS_XX
CREMA-D,Fearful,1012_DFA_FEA_XX
CREMA-D,Happy,1012_DFA_HAP_XX
CREMA-D,Neutral,1012_DFA_NEU_XX
CREMA-D,Sad,1012_DFA_SAD_XX
CREMA-D,Angry,1012_IEO_ANG_HI
CREMA-D,Angry,1012_IEO_ANG_LO
CREMA-D,Angry,1012_IEO_ANG_MD
CREMA-D,Disgust,1012_IEO_DIS_HI
CREMA-D,Disgust,1012_IEO_DIS_LO
CREMA-D,Disgust,1012_IEO_DIS_MD
CREMA-D,Fearful,1012_IEO_FEA_HI
CREMA-D,Fearful,1012_IEO_FEA_LO
CREMA-D,Fearful,1012_IEO_FEA_MD
CREMA-D,Happy,1012_IEO_HAP_HI
CREMA-D,Happy,1012_IEO_HAP_LO
CREMA-D,Happy,1012_IEO_HAP_MD
CREMA-D,Neutral,1012_IEO_NEU_XX
CREMA-D,Sad,1012_IEO_SAD_HI
CREMA-D,Sad,1012_IEO_SAD_LO
CREMA-D,Sad,1012_IEO_SAD_MD
CREMA-D,Angry,1012_IOM_ANG_XX
CREMA-D,Disgust,1012_IOM_DIS_XX
CREMA-D,Fearful,1012_IOM_FEA_XX
CREMA-D,Happy,1012_IOM_HAP_XX
CREMA-D,Neutral,1012_IOM_NEU_XX
CREMA-D,Sad,1012_IOM_SAD_XX
CREMA-D,Angry,1012_ITH_ANG_XX
CREMA-D,Disgust,1012_ITH_DIS_XX
CREMA-D,Fearful,1012_ITH_FEA_XX
CREMA-D,Happy,1012_ITH_HAP_XX
CREMA-D,Neutral,1012_ITH_NEU_XX
CREMA-D,Sad,1012_ITH_SAD_XX
CREMA-D,Angry,1012_ITS_ANG_XX
CREMA-D,Disgust,1012_ITS_DIS_XX
CREMA-D,Fearful,1012_ITS_FEA_XX
CREMA-D,Happy,1012_ITS_HAP_XX
CREMA-D,Neutral,1012_ITS_NEU_XX
CREMA-D,Sad,1012_ITS_SAD_XX
CREMA-D,Angry,1012_IWL_ANG_XX
CREMA-D,Disgust,1012_IWL_DIS_XX
CREMA-D,Fearful,1012_IWL_FEA_XX
CREMA-D,Happy,1012_IWL_HAP_XX
CREMA-D,Neutral,1012_IWL_NEU_XX
CREMA-D,Sad,1012_IWL_SAD_XX
CREMA-D,Angry,1012_IWW_ANG_XX
CREMA-D,Disgust,1012_IWW_DIS_XX
CREMA-D,Fearful,1012_IWW_FEA_XX
CREMA-D,Happy,1012_IWW_HAP_XX
CREMA-D,Neutral,1012_IWW_NEU_XX
CREMA-D,Sad,1012_IWW_SAD_XX
CREMA-D,Angry,1012_MTI_ANG_XX
CREMA-D,Disgust,1012_MTI_DIS_XX
CREMA-D,Fearful,1012_MTI_FEA_XX
CREMA-D,Happy,1012_MTI_HAP_XX
CREMA-D,Neutral,1012_MTI_NEU_XX
CREMA-D,Sad,1012_MTI_SAD_XX
CREMA-D,Angry,1012_TAI_ANG_XX
CREMA-D,Disgust,1012_TAI_DIS_XX
CREMA-D,Fearful,1012_TAI_FEA_XX
CREMA-D,Happy,1012_TAI_HAP_XX
CREMA-D,Neutral,1012_TAI_NEU_XX
CREMA-D,Sad,1012_TAI_SAD_XX
CREMA-D,Angry,1012_TIE_ANG_XX
CREMA-D,Disgust,1012_TIE_DIS_XX
CREMA-D,Fearful,1012_TIE_FEA_XX
CREMA-D,Happy,1012_TIE_HAP_XX
CREMA-D,Neutral,1012_TIE_NEU_XX
CREMA-D,Sad,1012_TIE_SAD_XX
CREMA-D,Angry,1012_TSI_ANG_XX
CREMA-D,Disgust,1012_TSI_DIS_XX
CREMA-D,Fearful,1012_TSI_FEA_XX
CREMA-D,Happy,1012_TSI_HAP_XX
CREMA-D,Neutral,1012_TSI_NEU_XX
CREMA-D,Sad,1012_TSI_SAD_XX
CREMA-D,Angry,1012_WSI_ANG_XX
CREMA-D,Disgust,1012_WSI_DIS_XX
CREMA-D,Fearful,1012_WSI_FEA_XX
CREMA-D,Happy,1012_WSI_HAP_XX
CREMA-D,Neutral,1012_WSI_NEU_XX
CREMA-D,Sad,1012_WSI_SAD_XX
CREMA-D,Angry,1013_DFA_ANG_XX
CREMA-D,Disgust,1013_DFA_DIS_XX
CREMA-D,Fearful,1013_DFA_FEA_XX
CREMA-D,Happy,1013_DFA_HAP_XX
CREMA-D,Neutral,1013_DFA_NEU_XX
CREMA-D,Sad,1013_DFA_SAD_XX
CREMA-D,Angry,1013_IEO_ANG_HI
CREMA-D,Angry,1013_IEO_ANG_LO
CREMA-D,Angry,1013_IEO_ANG_MD
CREMA-D,Disgust,1013_IEO_DIS_HI
CREMA-D,Disgust,1013_IEO_DIS_LO
CREMA-D,Disgust,1013_IEO_DIS_MD
CREMA-D,Fearful,1013_IEO_FEA_HI
CREMA-D,Fearful,1013_IEO_FEA_LO
CREMA-D,Fearful,1013_IEO_FEA_MD
CREMA-D,Happy,1013_IEO_HAP_HI
CREMA-D,Happy,1013_IEO_HAP_LO
CREMA-D,Happy,1013_IEO_HAP_MD
CREMA-D,Neutral,1013_IEO_NEU_XX
CREMA-D,Sad,1013_IEO_SAD_HI
CREMA-D,Sad,1013_IEO_SAD_LO
CREMA-D,Sad,1013_IEO_SAD_MD
CREMA-D,Angry,1013_IOM_ANG_XX
CREMA-D,Disgust,1013_IOM_DIS_XX
CREMA-D,Fearful,1013_IOM_FEA_XX
CREMA-D,Happy,1013_IOM_HAP_XX
CREMA-D,Neutral,1013_IOM_NEU_XX
CREMA-D,Sad,1013_IOM_SAD_XX
CREMA-D,Angry,1013_ITH_ANG_XX
CREMA-D,Disgust,1013_ITH_DIS_XX
CREMA-D,Fearful,1013_ITH_FEA_XX
CREMA-D,Happy,1013_ITH_HAP_XX
CREMA-D,Neutral,1013_ITH_NEU_XX
CREMA-D,Sad,1013_ITH_SAD_XX
CREMA-D,Angry,1013_ITS_ANG_XX
CREMA-D,Disgust,1013_ITS_DIS_XX
CREMA-D,Fearful,1013_ITS_FEA_XX
CREMA-D,Happy,1013_ITS_HAP_XX
CREMA-D,Neutral,1013_ITS_NEU_XX
CREMA-D,Sad,1013_ITS_SAD_XX
CREMA-D,Angry,1013_IWL_ANG_XX
CREMA-D,Disgust,1013_IWL_DIS_XX
CREMA-D,Fearful,1013_IWL_FEA_XX
CREMA-D,Happy,1013_IWL_HAP_XX
CREMA-D,Neutral,1013_IWL_NEU_XX
CREMA-D,Sad,1013_IWL_SAD_XX
CREMA-D,Angry,1013_IWW_ANG_XX
CREMA-D,Disgust,1013_IWW_DIS_XX
CREMA-D,Fearful,1013_IWW_FEA_XX
CREMA-D,Happy,1013_IWW_HAP_XX
CREMA-D,Neutral,1013_IWW_NEU_XX
CREMA-D,Sad,1013_IWW_SAD_XX
CREMA-D,Angry,1013_MTI_ANG_XX
CREMA-D,Disgust,1013_MTI_DIS_XX
CREMA-D,Fearful,1013_MTI_FEA_XX
CREMA-D,Happy,1013_MTI_HAP_XX
CREMA-D,Neutral,1013_MTI_NEU_XX
CREMA-D,Sad,1013_MTI_SAD_XX
CREMA-D,Angry,1013_TAI_ANG_XX
CREMA-D,Disgust,1013_TAI_DIS_XX
CREMA-D,Fearful,1013_TAI_FEA_XX
CREMA-D,Happy,1013_TAI_HAP_XX
CREMA-D,Neutral,1013_TAI_NEU_XX
CREMA-D,Sad,1013_TAI_SAD_XX
CREMA-D,Angry,1013_TIE_ANG_XX
CREMA-D,Disgust,1013_TIE_DIS_XX
CREMA-D,Fearful,1013_TIE_FEA_XX
CREMA-D,Happy,1013_TIE_HAP_XX
CREMA-D,Neutral,1013_TIE_NEU_XX
CREMA-D,Sad,1013_TIE_SAD_XX
CREMA-D,Angry,1013_TSI_ANG_XX
CREMA-D,Disgust,1013_TSI_DIS_XX
CREMA-D,Fearful,1013_TSI_FEA_XX
CREMA-D,Happy,1013_TSI_HAP_XX
CREMA-D,Neutral,1013_TSI_NEU_XX
CREMA-D,Sad,1013_TSI_SAD_XX
CREMA-D,Angry,1013_WSI_ANG_XX
CREMA-D,Disgust,1013_WSI_DIS_XX
CREMA-D,Fearful,1013_WSI_FEA_XX
CREMA-D,Happy,1013_WSI_HAP_XX
CREMA-D,Neutral,1013_WSI_NEU_XX
CREMA-D,Sad,1013_WSI_SAD_XX
CREMA-D,Angry,1014_DFA_ANG_XX
CREMA-D,Disgust,1014_DFA_DIS_XX
CREMA-D,Fearful,1014_DFA_FEA_XX
CREMA-D,Happy,1014_DFA_HAP_XX
CREMA-D,Neutral,1014_DFA_NEU_XX
CREMA-D,Sad,1014_DFA_SAD_XX
CREMA-D,Angry,1014_IEO_ANG_HI
CREMA-D,Angry,1014_IEO_ANG_LO
CREMA-D,Angry,1014_IEO_ANG_MD
CREMA-D,Disgust,1014_IEO_DIS_HI
CREMA-D,Disgust,1014_IEO_DIS_LO
CREMA-D,Disgust,1014_IEO_DIS_MD
CREMA-D,Fearful,1014_IEO_FEA_HI
CREMA-D,Fearful,1014_IEO_FEA_LO
CREMA-D,Fearful,1014_IEO_FEA_MD
CREMA-D,Happy,1014_IEO_HAP_HI
CREMA-D,Happy,1014_IEO_HAP_LO
CREMA-D,Happy,1014_IEO_HAP_MD
CREMA-D,Neutral,1014_IEO_NEU_XX
CREMA-D,Sad,1014_IEO_SAD_HI
CREMA-D,Sad,1014_IEO_SAD_LO
CREMA-D,Sad,1014_IEO_SAD_MD
CREMA-D,Angry,1014_IOM_ANG_XX
CREMA-D,Disgust,1014_IOM_DIS_XX
CREMA-D,Fearful,1014_IOM_FEA_XX
CREMA-D,Happy,1014_IOM_HAP_XX
CREMA-D,Neutral,1014_IOM_NEU_XX
CREMA-D,Sad,1014_IOM_SAD_XX
CREMA-D,Angry,1014_ITH_ANG_XX
CREMA-D,Disgust,1014_ITH_DIS_XX
CREMA-D,Fearful,1014_ITH_FEA_XX
CREMA-D,Happy,1014_ITH_HAP_XX
CREMA-D,Neutral,1014_ITH_NEU_XX
CREMA-D,Sad,1014_ITH_SAD_XX
CREMA-D,Angry,1014_ITS_ANG_XX
CREMA-D,Disgust,1014_ITS_DIS_XX
CREMA-D,Fearful,1014_ITS_FEA_XX
CREMA-D,Happy,1014_ITS_HAP_XX
CREMA-D,Neutral,1014_ITS_NEU_XX
CREMA-D,Sad,1014_ITS_SAD_XX
CREMA-D,Angry,1014_IWL_ANG_XX
CREMA-D,Disgust,1014_IWL_DIS_XX
CREMA-D,Fearful,1014_IWL_FEA_XX
